,finn_code,model_year,manufacturer,model,km,power,gear,trans,cylinder,fuel_type,model_age
6195,138029407,2011,29,405,12.0,140.0,1,0,2.0,1,8
6197,130991481,2014,17,327,9.0,131.0,1,0,2.0,1,5
6199,138026392,2009,19,303,10.0,90.0,1,1,2.0,1,10
6201,138025079,2007,18,135,11.0,75.0,0,1,1.2,1,12
6202,132815800,2006,29,191,13.0,170.0,1,1,1.4,0,13
6203,138025318,2000,2,387,14.0,273.0,0,0,5.3,0,19
6204,128211078,2011,0,55,7.0,120.0,0,1,2.0,0,8
6205,138024475,2006,30,420,13.0,185.0,1,1,2.0,1,13
6206,138023290,2015,16,300,6.0,200.0,0,0,3.0,1,4
6207,132771575,2015,27,274,8.0,332.0,0,0,0.0,2,4
6208,137991049,2010,3,84,12.0,90.0,1,1,1.6,1,9
6209,138022544,2015,14,91,3.0,204.0,0,0,2.1,1,4
6210,138025611,2004,19,20,13.0,109.0,1,1,1.6,0,15
6212,137998562,2007,16,299,10.0,140.0,1,0,2.0,1,12
6213,138022694,2014,27,274,6.0,306.0,0,2,0.0,2,5
6214,133250152,2001,0,61,14.0,310.0,0,0,4.2,0,18
6215,138027545,2011,30,417,12.0,114.0,1,1,1.6,1,8
6216,138023666,2008,28,75,10.0,126.0,1,1,2.0,1,11
6217,138016120,1998,29,114,13.0,75.0,1,1,2.4,1,21
6218,138023931,2019,8,246,0.0,204.0,0,1,0.0,2,0
6219,138022266,2005,6,176,14.0,136.0,1,1,2.0,1,14
6220,138022450,2001,30,420,13.0,180.0,0,1,2.0,0,18
6221,138005813,2011,17,309,6.0,231.0,0,0,3.0,1,8
6222,110590164,2012,8,215,10.0,110.0,1,1,1.6,1,7
6224,137521633,2012,30,442,8.0,215.0,1,0,2.0,1,7
6225,138027390,2007,14,185,12.0,224.0,0,0,3.0,1,12
6226,133658861,2004,26,259,10.0,106.0,0,0,2.0,0,15
6227,138024383,2005,14,91,11.0,143.0,1,2,1.8,0,14
6228,138021572,2017,1,214,4.0,170.0,0,2,0.0,2,2
6229,137498777,2014,3,197,7.0,116.0,0,1,1.6,1,5
6230,138013547,2018,17,256,0.0,150.0,0,1,0.0,2,1
6231,120398743,2012,6,92,10.0,116.0,1,1,1.6,1,7
6232,138027160,2017,29,107,2.0,102.0,0,1,2.0,1,2
6233,138020122,2002,30,420,14.0,163.0,1,1,2.4,1,17
6234,137765124,2003,28,75,13.0,129.0,0,1,1.8,0,16
6235,133329541,2008,23,174,13.0,80.0,1,1,1.4,1,11
6237,120976638,2012,15,141,6.0,143.0,0,0,2.0,1,7
6238,118001307,2013,3,197,4.0,116.0,1,1,1.6,1,6
6239,136923072,2003,30,415,12.0,122.0,0,1,1.8,0,16
6240,138016063,2013,6,176,7.0,125.0,1,1,1.0,0,6
6242,137231585,2014,11,120,6.0,100.0,1,1,1.4,0,5
6243,138021306,2010,21,199,11.0,131.0,1,1,1.9,1,9
6245,104490949,2012,14,367,5.0,184.0,0,2,1.8,0,7
6246,138019747,2008,30,417,11.0,109.0,1,1,1.6,1,11
6247,137774091,2015,6,200,5.0,120.0,1,1,1.5,1,4
6248,138023678,2011,1,434,10.0,136.0,0,2,2.0,1,8
6249,138025542,2018,30,444,2.0,235.0,0,0,2.0,1,1
6250,129040748,2003,0,55,13.0,150.0,0,1,1.8,0,16
6251,138025469,2010,30,417,11.0,136.0,1,1,2.0,1,9
6252,138014772,2015,1,436,5.0,190.0,0,0,2.0,1,4
6254,138025406,2017,30,442,4.0,190.0,0,0,2.4,1,2
6255,138021579,1998,28,207,13.0,90.0,1,0,2.4,1,21
6256,138021109,2008,0,61,12.0,232.0,0,0,3.0,1,11
6257,138021387,2008,14,51,8.0,95.0,1,1,1.0,0,11
6258,138025329,2017,30,442,3.0,220.0,0,0,2.4,1,2
6259,138025216,2017,30,442,3.0,190.0,0,0,2.4,1,2
6261,138018391,2014,29,412,3.0,82.0,0,1,0.0,2,5
6263,138020121,2007,17,327,11.0,141.0,0,0,2.0,0,12
6264,138024905,2018,30,422,2.0,190.0,0,0,2.0,1,1
6266,138010988,2016,6,331,5.0,200.0,0,0,3.2,1,3
6267,138020453,2007,29,107,14.0,69.0,1,1,2.0,1,12
6268,138024670,2018,30,421,1.0,190.0,0,0,2.0,1,1
6269,138023136,2013,14,429,8.0,136.0,0,0,2.1,1,6
6270,138019571,2014,16,299,6.0,202.0,0,0,2.0,3,5
6271,122398592,2014,1,18,5.0,163.0,0,0,2.0,1,5
6272,138024534,2015,30,420,4.0,115.0,0,1,1.6,1,4
6273,138024415,2016,30,419,4.0,150.0,1,1,2.0,1,3
6274,137699910,2006,21,129,11.0,75.0,1,1,1.1,0,13
6275,135946215,2004,17,242,14.0,133.0,1,0,2.5,1,15
6276,138024249,2016,30,419,6.0,150.0,0,1,2.0,1,3
6277,137991666,2010,29,191,9.0,105.0,1,1,2.0,1,9
6278,134366185,2012,23,382,9.0,105.0,1,1,2.0,1,7
6279,138015727,2002,0,55,12.0,102.0,1,1,1.6,0,17
6280,138023536,2018,17,256,0.0,149.0,0,1,0.0,2,1
6281,137594851,2012,11,374,9.0,135.0,1,1,2.0,0,7
6282,138023428,2016,30,419,3.0,150.0,0,1,2.0,1,3
6283,137534117,2004,16,300,12.0,116.0,1,0,2.5,1,15
6284,138018402,2005,0,54,12.0,140.0,1,1,2.0,1,14
6285,138016586,2002,14,159,14.0,150.0,0,2,2.1,1,17
6286,133090868,2010,23,382,12.0,105.0,1,1,2.0,1,9
6287,138006663,2016,1,18,4.0,163.0,0,0,2.0,1,3
6288,138023050,2015,1,436,11.0,190.0,0,0,2.0,1,4
6289,134515801,2010,0,59,13.0,190.0,0,0,2.7,1,9
6290,138022956,2017,29,191,5.0,116.0,0,1,0.0,2,2
6291,138022799,2007,16,134,10.0,75.0,1,1,1.1,0,12
6292,138022974,2019,14,91,1.0,184.0,0,0,1.5,0,0
6293,136401930,2008,19,12,10.0,90.0,1,1,1.6,1,11
6294,138022890,2019,30,418,1.0,190.0,0,1,2.0,1,0
6295,138017315,1998,0,58,13.0,110.0,1,1,2.0,0,21
6296,137164678,2013,30,416,5.0,114.0,1,1,1.6,1,6
6298,138022747,2018,30,416,2.0,120.0,1,1,2.0,1,1
6299,138022651,2015,30,415,7.0,114.0,1,1,1.6,1,4
6300,138014486,2009,1,438,13.0,235.0,0,0,3.0,1,10
6301,137306725,2017,27,275,7.0,332.0,0,0,0.0,2,2
6302,138022582,2017,30,415,2.0,122.0,0,1,1.5,0,2
6304,138022503,2016,30,415,4.0,122.0,0,1,1.5,0,3
6305,137372138,2009,14,80,11.0,109.0,0,1,2.0,1,10
6306,138022409,2014,29,405,8.0,180.0,0,0,2.0,1,5
6307,138022424,2017,30,415,2.0,122.0,1,1,2.0,0,2
6308,138012432,2016,29,191,5.0,115.0,0,1,0.0,2,3
6309,138022320,2018,30,415,2.0,120.0,0,1,2.0,1,1
6310,138022165,2018,30,359,1.0,407.0,0,0,2.0,3,1
6311,138016701,2012,1,436,8.0,163.0,0,0,2.0,1,7
6312,138017794,1996,29,405,14.0,102.0,1,1,2.0,1,23
6314,137492681,2007,14,159,12.0,136.0,0,2,2.1,1,12
6315,138017872,2014,1,31,8.0,184.0,0,0,2.0,1,5
6316,138021953,2015,30,356,8.0,115.0,0,1,1.6,1,4
6317,119276031,2012,1,0,8.0,136.0,1,2,1.6,0,7
6319,129440863,2004,17,65,10.0,98.0,1,1,1.5,0,15
6320,138015590,2007,16,299,12.0,140.0,1,0,2.0,1,12
6321,138018868,2010,1,18,14.0,143.0,0,2,2.0,1,9
6322,138016561,2007,18,423,13.0,120.0,1,1,1.9,1,12
6323,130833618,2011,19,19,11.0,111.0,0,1,1.6,1,8
6324,138008991,2004,30,358,13.0,179.0,0,1,2.0,0,15
6325,138021407,2015,29,306,9.0,150.0,1,0,2.0,1,4
6326,137976767,2011,0,325,9.0,143.0,1,0,2.0,1,8
6327,130351344,2007,1,438,13.0,235.0,0,0,3.0,1,12
6328,137963743,2014,27,274,8.0,422.0,0,2,0.0,2,5
6329,132288068,2009,1,31,12.0,177.0,0,2,2.0,1,10
6330,138017805,2005,28,334,14.0,116.0,1,0,2.0,1,14
6331,138016073,2005,29,191,11.0,75.0,1,1,1.0,0,14
6332,135785455,2002,8,269,12.0,90.0,1,1,2.0,0,17
6333,134869139,2010,30,443,9.0,163.0,0,0,2.4,1,9
6334,137984640,2008,18,423,13.0,120.0,1,1,1.9,1,11
6335,138015914,1994,17,310,14.0,116.0,1,0,2.8,1,25
6336,138013392,2013,30,418,8.0,114.0,0,1,1.6,1,6
6339,136061784,2014,29,306,6.0,122.0,0,1,1.4,0,5
6340,137354014,2007,0,58,12.0,177.0,1,0,2.0,0,12
6342,138020187,2009,4,230,7.0,140.0,1,1,2.0,1,10
6343,128230341,2013,6,175,6.0,101.0,1,1,1.0,0,6
6344,131711733,2010,30,417,10.0,109.0,1,1,2.0,1,9
6345,138016282,2010,0,55,13.0,120.0,1,1,2.0,1,9
6346,132465781,2018,29,191,1.0,136.0,0,1,0.0,2,1
6347,138006930,2006,19,20,11.0,90.0,1,1,1.6,1,13
6348,138019870,2016,0,325,5.0,163.0,0,0,2.0,1,3
6349,138019794,2013,19,303,8.0,75.0,1,1,1.6,1,6
6350,137946269,2007,1,18,11.0,122.0,1,2,2.0,1,12
6352,138016062,2004,3,451,12.0,95.0,1,1,1.6,0,15
6354,138018914,2007,28,453,10.0,90.0,1,1,1.4,1,12
6355,131506767,2014,7,143,7.0,120.0,1,1,1.6,1,5
6356,128013999,2006,26,384,1.0,158.0,0,0,2.0,0,13
6357,138018744,2015,29,405,6.0,140.0,0,1,2.0,1,4
6358,138010099,2001,25,219,12.0,95.0,1,0,2.0,0,18
6359,132505977,2013,14,80,8.0,122.0,0,1,2.0,0,6
6360,137973192,2010,23,382,13.0,140.0,1,1,2.0,1,9
6361,138008385,2016,19,22,8.0,99.0,1,1,1.6,1,3
6362,138013180,2005,26,218,12.0,83.0,1,0,1.0,0,14
6364,135225722,2005,28,334,8.0,116.0,1,0,2.0,1,14
6365,138014470,2014,9,150,9.0,163.0,1,0,2.5,1,5
6366,138018098,2009,18,456,7.0,110.0,1,1,1.7,1,10
6368,138017928,2014,0,324,9.0,140.0,0,0,2.0,1,5
6369,138011069,2005,28,207,13.0,102.0,1,0,2.5,1,14
6370,138013644,2014,29,107,9.0,110.0,1,0,2.0,1,5
6371,138014465,2012,29,397,11.0,105.0,0,1,2.0,1,7
6372,138012373,2014,0,59,9.0,204.0,0,0,3.0,1,5
6373,138011778,2011,11,120,11.0,90.0,1,1,1.6,1,8
6374,138006999,2015,6,175,5.0,101.0,1,1,1.0,0,4
6375,138012573,2006,22,45,11.0,150.0,0,1,1.9,1,13
6376,138013776,2000,1,18,12.0,118.0,1,2,1.9,0,19
6377,138012492,2013,29,405,13.0,179.0,0,0,2.0,1,6
6378,118438499,2013,17,256,9.0,109.0,0,1,0.0,2,6
6379,138002303,2018,1,214,0.0,170.0,0,2,0.0,2,1
6380,137429331,2008,28,75,13.0,126.0,1,1,2.0,1,11
6381,138012453,2015,1,214,6.0,170.0,0,2,0.0,2,4
6383,124164766,2005,14,159,14.0,231.0,0,2,3.0,0,14
6384,138016963,2014,23,382,10.0,170.0,0,0,2.0,1,5
6385,137894651,2005,29,191,14.0,105.0,1,1,2.0,1,14
6386,138003125,2009,29,191,8.0,110.0,1,1,2.0,1,10
6387,138012106,2011,0,52,10.0,122.0,1,1,1.4,0,8
6389,134935123,2012,5,32,6.0,69.0,1,1,1.2,0,7
6390,138016043,2017,17,256,2.0,109.0,0,1,0.0,2,2
6391,138016086,2017,17,256,1.0,109.0,0,1,0.0,2,2
6392,138009706,2015,28,453,8.0,100.0,0,1,1.5,3,4
6393,138012840,2004,14,91,13.0,150.0,0,2,2.1,1,15
6394,138009954,2006,0,55,10.0,140.0,1,1,2.0,1,13
6395,138015530,2014,16,299,9.0,121.0,0,0,2.0,3,5
6396,138010612,2018,6,402,0.0,120.0,1,1,1.5,1,1
6398,138015053,2017,27,275,3.0,332.0,0,0,0.0,2,2
6399,138014877,2015,5,32,6.0,114.0,0,1,0.0,2,4
6400,138014748,2018,1,214,0.0,170.0,0,2,0.0,2,1
6401,138014754,2013,28,334,9.0,156.0,0,1,0.0,2,6
6402,138014749,2014,28,334,7.0,156.0,0,1,0.0,2,5
6403,138005791,2017,6,404,7.0,170.0,1,1,2.0,1,2
6404,137871093,2006,28,138,8.0,110.0,0,1,2.0,0,13
6405,135964737,2005,0,55,13.0,140.0,1,1,2.0,1,14
6408,122238872,2001,29,114,13.0,116.0,0,1,2.5,0,18
6409,122454219,2014,28,73,5.0,136.0,0,1,1.8,3,5
6410,134424750,2008,2,112,13.0,126.0,1,0,2.0,1,11
6411,75197887,2003,1,436,12.0,238.0,0,0,3.0,0,16
6412,137999294,2007,28,73,8.0,90.0,1,1,1.4,1,12
6413,138005222,2014,17,327,6.0,131.0,0,1,1.6,1,5
6414,138013679,2014,19,23,3.0,131.0,1,1,1.2,0,5
6416,138007936,2017,23,293,6.0,150.0,1,0,2.0,1,2
6417,138010684,2016,29,405,6.0,150.0,0,0,2.0,1,3
6418,138007930,2006,29,229,12.0,105.0,1,1,1.9,1,13
6419,98187999,2010,0,55,12.0,143.0,0,1,2.0,1,9
6420,137808476,2014,17,256,7.0,109.0,0,1,0.0,2,5
6421,138013418,2006,0,58,10.0,170.0,1,1,2.0,0,13
6422,135420710,2010,1,31,13.0,245.0,0,2,3.0,1,9
6423,137985370,2014,29,412,5.0,82.0,0,1,0.0,2,5
6424,138013316,2009,30,442,13.0,163.0,0,0,2.4,1,10
6428,138012859,2002,28,453,14.0,68.0,1,1,1.0,0,17
6429,138008982,2004,28,334,13.0,116.0,1,0,2.0,1,15
6430,87605732,2005,16,299,13.0,160.0,0,0,2.4,0,14
6431,134396046,2006,1,0,13.0,116.0,1,2,1.6,0,13
6432,138008390,2003,28,207,14.0,102.0,1,0,2.5,1,16
6433,138009204,2003,0,58,14.0,150.0,0,1,2.0,0,16
6434,117712824,2010,30,417,8.0,109.0,1,1,1.6,1,9
6436,138006991,2009,29,397,13.0,105.0,0,1,2.0,1,10
6437,138006564,2006,14,429,3.0,109.0,0,2,2.0,1,13
6438,137949993,2008,28,75,12.0,110.0,1,1,1.6,0,11
6439,135988496,2014,14,429,6.0,163.0,0,0,2.1,1,5
6441,138007983,2012,30,420,8.0,114.0,1,1,1.6,1,7
6442,138008793,2009,29,392,11.0,140.0,0,0,2.0,1,10
6444,132882897,2013,28,75,12.0,124.0,1,1,2.0,1,6
6445,138008174,2010,6,402,9.0,75.0,1,1,2.0,1,9
6447,134961552,2012,8,216,9.0,116.0,1,1,2.0,1,7
6448,135401515,2008,19,12,8.0,90.0,1,1,1.6,1,11
6449,138008263,2013,29,191,8.0,122.0,1,1,1.4,0,6
6451,136072960,2014,5,32,1.0,33.0,0,1,0.0,2,5
6453,138001837,2010,0,54,10.0,105.0,0,1,2.0,1,9
6454,138006928,2000,14,429,14.0,102.0,1,1,2.2,1,19
6455,138006093,2010,21,271,9.0,90.0,1,1,1.5,1,9
6456,138006575,2011,0,54,8.0,105.0,1,1,1.6,1,8
6457,138005744,2009,16,134,9.0,95.0,1,1,1.3,0,10
6458,138000521,2009,16,134,10.0,95.0,1,1,1.3,0,10
6459,138002148,2015,29,195,2.0,110.0,0,1,1.2,0,4
6460,130502777,2010,14,80,5.0,140.0,0,1,2.0,1,9
6462,137994850,2017,1,214,3.0,170.0,0,2,0.0,2,2
6463,138002324,2013,1,18,8.0,306.0,0,0,3.0,0,6
6464,137708058,2015,3,84,5.0,67.0,0,1,0.0,2,4
6465,137999398,2015,14,128,6.0,122.0,0,1,1.6,0,4
6466,135036079,2012,17,327,9.0,131.0,1,0,2.0,1,7
6467,121389109,2007,13,30,13.0,110.0,1,1,2.0,1,12
6468,138008766,2004,17,432,13.0,136.0,1,0,2.2,1,15
6469,138009667,2015,3,93,3.0,48.0,0,2,0.0,2,4
6470,137962752,1987,30,15,13.0,116.0,1,2,2.3,0,32
6471,138006033,2005,6,277,13.0,116.0,0,1,2.0,1,14
6472,138001996,2008,28,334,13.0,152.0,0,0,2.0,0,11
6473,138002969,2009,29,191,10.0,140.0,1,1,2.0,1,10
6474,138004751,2011,16,72,10.0,116.0,1,1,2.0,1,8
6475,138008954,2017,3,101,5.0,110.0,1,1,1.2,0,2
6476,138002236,2014,29,412,8.0,82.0,0,1,0.0,2,5
6477,138000324,2013,14,51,6.0,122.0,1,1,2.0,0,6
6478,138008708,2018,3,233,1.0,122.0,1,1,2.0,1,1
6480,137681368,2010,6,182,9.0,140.0,0,1,2.0,1,9
6481,138008297,2018,30,442,4.0,407.0,0,0,2.0,3,1
6482,138007529,2000,29,191,13.0,101.0,1,0,1.9,1,19
6483,137998447,2007,29,405,11.0,102.0,1,1,1.9,1,12
6484,138008213,2011,14,91,9.0,136.0,0,2,2.1,1,8
6485,138004049,2007,28,75,12.0,126.0,1,1,2.0,1,12
6486,128384099,1995,28,138,12.0,88.0,1,1,1.0,0,24
6487,134727670,2012,0,58,9.0,204.0,0,1,3.0,1,7
6488,138004251,2013,8,215,10.0,110.0,1,1,1.6,1,6
6490,138007884,2016,30,442,4.0,163.0,0,0,2.4,1,3
6491,137997206,2016,19,170,4.0,128.0,1,1,2.0,1,3
6492,137993713,2012,30,420,8.0,114.0,1,1,1.6,1,7
6494,138001982,2013,16,299,11.0,150.0,0,0,2.3,1,6
6495,133419017,2005,18,423,11.0,122.0,1,1,2.0,0,14
6496,133717867,2011,0,325,10.0,170.0,0,0,2.0,1,8
6497,137696806,2015,30,443,8.0,181.0,0,0,2.0,1,4
6498,138004654,2001,30,420,14.0,200.0,0,0,2.4,0,18
6499,133006799,2011,6,176,11.0,95.0,1,1,1.6,1,8
6500,134528998,2014,14,51,3.0,90.0,0,1,1.5,1,5
6501,137990991,2005,1,31,13.0,163.0,1,2,2.0,1,14
6502,122461309,2011,30,418,9.0,114.0,1,1,1.6,1,8
6503,138003103,2008,29,306,12.0,105.0,1,1,1.9,1,11
6504,138003039,2010,1,434,11.0,136.0,0,0,2.0,1,9
6505,137999252,2006,29,306,13.0,140.0,0,1,2.0,1,13
6507,138001721,2018,17,256,2.0,150.0,0,1,0.0,2,1
6508,138001534,2002,28,138,13.0,97.0,1,1,1.4,0,17
6509,120558189,2000,14,429,12.0,102.0,0,1,2.0,1,19
6510,118264390,2014,0,54,8.0,150.0,1,0,2.0,1,5
6511,138005554,2007,11,120,11.0,90.0,1,1,1.6,1,12
6512,137882968,2014,1,214,6.0,170.0,0,2,0.0,2,5
6513,123531997,2004,18,272,13.0,101.0,0,1,1.6,0,15
6515,138000663,2007,30,444,11.0,238.0,0,0,3.0,0,12
6516,138001163,2006,22,45,11.0,122.0,1,1,2.0,0,13
6517,138000726,2015,19,14,8.0,82.0,0,1,1.2,0,4
6518,137999533,2013,29,191,6.0,105.0,1,1,1.6,1,6
6519,73685505,2015,29,191,7.0,150.0,1,0,2.0,1,4
6521,137998904,2006,23,293,14.0,105.0,1,1,2.0,1,13
6522,137997281,2016,19,22,7.0,131.0,0,1,1.2,0,3
6523,109538695,2011,3,84,11.0,90.0,1,1,1.6,1,8
6524,138001313,2006,29,107,12.0,105.0,1,1,1.9,1,13
6525,138003721,2011,5,32,10.0,69.0,1,1,1.2,0,8
6526,137997031,2008,16,299,13.0,140.0,1,0,2.0,1,11
6527,130192327,2015,14,91,6.0,204.0,0,0,2.1,1,4
6528,138001936,2006,17,309,13.0,174.0,1,0,2.5,1,13
6529,138000596,2013,8,215,7.0,110.0,1,1,1.6,1,6
6530,137997152,2013,6,402,6.0,110.0,1,1,1.8,1,6
6531,137848165,2004,29,306,14.0,131.0,1,0,1.9,1,15
6532,127757169,2010,29,362,11.0,272.0,0,1,2.0,0,9
6533,137997104,2007,18,456,11.0,101.0,1,1,2.0,1,12
6534,137993622,2003,1,18,14.0,116.0,1,2,2.0,1,16
6535,137996889,2018,29,70,2.0,239.0,0,0,2.0,1,1
6536,137998552,2007,13,16,11.0,109.0,1,1,1.6,1,12
6537,138000064,2014,26,383,6.0,94.0,1,0,1.2,0,5
6538,137998279,2010,11,120,10.0,90.0,1,1,2.0,1,9
6539,137996569,2004,26,201,13.0,109.0,1,0,2.0,1,15
6540,137999297,2012,7,228,8.0,99.0,1,1,1.3,0,7
6541,137998988,2006,3,232,12.0,101.0,1,1,2.2,1,13
6542,138002889,2017,30,418,3.0,120.0,0,1,2.0,1,2
6543,138002820,2017,30,418,2.0,122.0,0,1,1.5,0,2
6544,138002743,2018,30,442,2.0,407.0,0,0,2.0,3,1
6546,138002649,2016,30,444,8.0,224.0,0,0,2.0,1,3
6547,138002574,2017,30,416,4.0,152.0,0,1,1.5,0,2
6548,138002508,2017,30,418,4.0,120.0,0,1,2.0,1,2
6549,137997213,2008,30,444,12.0,185.0,0,0,2.4,1,11
6550,137997647,2013,29,191,9.0,122.0,0,1,1.4,0,6
6551,138002506,2012,20,302,10.0,400.0,0,0,4.8,0,7
6552,138002472,2018,30,444,3.0,407.0,0,0,2.0,3,1
6553,138002363,2018,30,441,2.0,247.0,0,0,2.0,0,1
6554,138002273,2017,30,415,3.0,122.0,0,1,1.5,0,2
6555,138002185,2017,30,421,2.0,150.0,0,0,2.0,1,2
6556,137980464,2000,14,347,13.0,224.0,0,2,3.2,0,19
6557,138002108,2018,30,421,1.0,407.0,0,0,2.0,3,1
6558,138001951,2018,30,416,2.0,152.0,0,1,1.5,0,1
6559,138002030,2018,30,416,1.0,152.0,1,1,2.0,0,1
6560,137999662,2016,16,299,9.0,202.0,0,0,2.0,3,3
6561,137995369,2015,23,293,5.0,184.0,0,0,2.0,1,4
6562,130345036,2002,30,420,12.0,180.0,1,1,2.0,0,17
6564,137997356,2005,6,175,11.0,80.0,1,1,1.4,0,14
6565,129774310,2004,1,436,11.0,231.0,0,0,3.0,0,15
6566,137996216,2017,29,191,4.0,115.0,0,1,0.0,2,2
6567,137990422,2014,14,91,14.0,170.0,0,0,2.1,1,5
6569,137735534,2007,29,397,13.0,105.0,1,1,1.9,1,12
6570,137995557,2014,13,149,10.0,150.0,0,0,2.2,1,5
6571,138001063,2012,11,424,4.0,124.0,0,1,1.6,0,7
6572,132077481,2017,1,214,7.0,170.0,0,2,0.0,2,2
6573,137996423,2010,17,328,11.0,103.0,1,1,1.5,1,9
6575,137995102,2016,17,256,2.0,109.0,0,1,0.0,2,3
6576,137979327,2005,17,309,13.0,174.0,0,0,2.5,1,14
6577,137981624,2012,12,147,7.0,136.0,0,1,1.8,3,7
6579,137992024,2009,29,191,7.0,90.0,1,1,2.0,1,10
6580,137992318,1999,28,254,14.0,204.0,0,0,4.2,1,20
6581,125663543,2013,14,159,12.0,265.0,0,0,3.0,1,6
6583,137995098,2006,26,383,13.0,91.0,1,1,1.3,0,13
6584,131621148,2017,17,327,2.0,116.0,1,1,1.2,0,2
6585,137915007,2011,6,277,9.0,163.0,0,1,2.0,1,8
6586,137990103,2012,8,216,6.0,116.0,1,1,1.7,1,7
6588,137997934,2005,0,54,12.0,105.0,1,1,1.9,1,14
6589,137998148,2012,1,436,11.0,184.0,0,0,2.0,1,7
6590,137997997,2014,19,14,8.0,68.0,1,1,1.0,0,5
6591,127691490,2005,30,443,14.0,163.0,0,0,2.4,1,14
6592,137991533,2014,13,149,6.0,150.0,0,0,2.2,1,5
6593,137994640,2004,23,293,14.0,101.0,1,0,1.9,1,15
6594,137995341,2008,0,57,13.0,240.0,1,0,3.0,1,11
6595,134371228,2007,29,405,11.0,105.0,1,1,2.0,1,12
6596,137991154,2005,28,139,12.0,129.0,1,1,1.8,0,14
6597,84042308,2007,0,55,11.0,140.0,1,1,2.0,1,12
6598,137991598,2015,27,274,8.0,334.0,0,0,0.0,2,4
6599,131391623,2012,28,453,10.0,100.0,0,1,1.5,0,7
6600,134070817,2017,1,214,6.0,170.0,0,2,0.0,2,2
6602,137989704,2012,1,31,8.0,218.0,0,0,2.0,1,7
6604,128713165,2009,29,392,13.0,140.0,1,0,2.0,1,10
6605,137992948,2014,19,303,8.0,90.0,1,1,2.0,1,5
6606,137988980,2008,29,306,12.0,140.0,1,0,2.0,1,11
6607,137989296,1993,1,18,13.0,150.0,0,2,2.0,0,26
6609,136920382,2011,18,220,12.0,131.0,0,1,2.0,1,8
6610,137992457,2018,17,256,1.0,150.0,0,1,0.0,2,1
6611,137990247,2012,29,312,8.0,90.0,1,1,1.2,0,7
6612,132620776,2010,30,353,11.0,109.0,1,1,1.6,1,9
6613,137988297,2007,0,55,14.0,140.0,1,0,2.0,1,12
6614,137990580,2011,29,397,12.0,140.0,0,1,2.0,1,8
6615,137989658,2011,19,33,8.0,111.0,1,1,1.6,1,8
6616,137994919,2010,29,191,12.0,105.0,1,1,1.6,1,9
6617,137991965,2015,28,453,4.0,100.0,0,1,1.5,3,4
6618,137992236,2013,23,382,9.0,140.0,0,0,2.0,1,6
6619,135615432,2008,1,18,9.0,177.0,0,2,2.0,1,11
6620,74729937,2006,21,238,7.0,75.0,1,1,1.2,0,13
6621,137991822,1999,29,191,11.0,101.0,1,1,1.6,0,20
6622,137990511,1996,2,387,14.0,182.0,0,0,6.5,1,23
6623,137995451,2002,1,40,11.0,333.0,0,2,4.0,0,17
6624,137991174,2017,1,214,4.0,170.0,0,2,0.0,2,2
6626,137991015,2002,22,45,14.0,220.0,1,1,2.0,0,17
6628,137989887,2005,29,396,14.0,220.0,0,0,3.2,0,14
6629,137986957,2003,14,51,6.0,82.0,0,1,1.4,0,16
6630,137984937,2005,26,448,12.0,109.0,1,0,2.0,1,14
6631,137988963,2010,29,312,7.0,75.0,1,1,1.6,1,9
6632,137987500,2010,15,136,10.0,122.0,1,1,1.6,0,9
6633,131836429,2014,29,191,6.0,105.0,1,1,1.0,0,5
6634,137988512,2018,17,256,1.0,150.0,0,1,0.0,2,1
6635,137985071,2006,0,54,12.0,150.0,0,1,2.0,0,13
6636,135861771,2016,17,256,2.0,109.0,0,1,0.0,2,3
6637,137967084,2006,28,254,13.0,166.0,0,0,3.0,1,13
6638,137994036,2013,29,191,6.0,86.0,1,1,1.2,0,6
6639,137988833,2001,30,443,13.0,200.0,0,0,2.4,0,18
6640,137985957,2006,29,405,14.0,105.0,1,1,2.0,1,13
6642,132664050,2011,30,418,8.0,150.0,1,1,2.0,0,8
6643,135953119,2009,16,299,12.0,170.0,0,0,2.4,0,10
6644,137986353,2008,28,73,10.0,90.0,1,1,1.4,1,11
6645,137977332,2008,2,288,10.0,121.0,1,1,2.0,1,11
6646,137989149,2011,19,36,10.0,111.0,0,1,1.6,1,8
6647,135394639,2006,25,177,10.0,158.0,0,0,2.0,0,13
6648,137986799,2012,6,277,10.0,116.0,1,1,1.6,1,7
6649,126737548,2011,1,436,10.0,184.0,0,0,2.0,1,8
6650,137933102,2006,18,430,14.0,82.0,1,1,1.9,1,13
6651,132666320,2007,29,306,12.0,105.0,1,1,1.9,1,12
6652,137833695,2006,18,71,14.0,90.0,1,1,1.3,1,13
6653,137985816,2004,19,21,12.0,107.0,1,1,2.0,1,15
6654,137993122,2014,28,75,13.0,124.0,1,1,2.0,1,5
6655,137984068,2012,30,417,11.0,114.0,1,1,1.6,1,7
6656,137992976,2014,29,107,2.0,75.0,1,1,1.6,1,5
6657,137989430,2018,17,256,2.0,150.0,0,1,0.0,2,1
6658,137058123,2012,17,432,9.0,150.0,1,0,2.0,1,7
6659,137989360,2017,14,187,4.0,320.0,0,0,2.0,3,2
6661,137987817,1999,1,31,14.0,170.0,1,2,2.5,0,20
6662,137992302,2013,8,206,8.0,136.0,1,2,2.5,1,6
6663,137992366,2014,8,206,7.0,136.0,1,2,2.5,1,5
